Symbol,Company Name,Short Name,Industry,Description,Website Logo,CEO,Exchange,Market Cap,Sector,Tag 1,Tag 2,Tag 3,OTC
SUI,Sun Communities Inc.,Sun Communities,REITs,"Sun Communities Inc is a self-administered and self-managed real estate investment trust. The Company through its subsidiaries owns, operates, and develops manufactured housing and recreational vehicle communities throughout the United States.",,Gary A. Shiffman,New York Stock Exchange,9525090980.0,Real Estate,Real Estate,REIT - Residential,REITs,F
SUM,Summit Materials Inc. Class A,Summit Materials,Building Materials,"Summit Materials Inc is a top-10 aggregates supplier and top-15 cement producer in the United States. The company has three reportable segments namely West, East, and Cement segment. It generates a majority of its revenue from West Segment.",,Thomas W Hill,New York Stock Exchange,1796548258.0,Basic Materials,Basic Materials,Building Materials,,F
SUMO,"Sumo Logic, Inc. Common Stock",,,,,,,,,,,,F
SUN,Sunoco LP representing limited partner interests,Sunoco representing limited partner interests,Oil & Gas - Refining & Marketing,Sunoco LP is a wholesale and retail fuel distributor in the United States also manufactures the official fuel for NASCAR. It distributes fuel through an extensive line of distributes across the United States.,,Joseph Kim,New York Stock Exchange,2482835518.0,Energy,Energy,Oil & Gas Refining & Marketing,Oil & Gas - Refining & Marketing,F
SUNL,"Sunlight Financial Holdings, Inc.",,,,,,,,,,,,F
SUNW,Sunworks Inc.,Sunworks,Semiconductors,"Sunworks Inc is provide photo voltaic (PV) based power systems for the residential, commercial and agricultural markets in California and Nevada.",,Charles F. Cargile,NASDAQ Capital Market,12265533.0,Technology,Technology,Solar,Semiconductors,F
SUP,Superior Industries International Inc. (DE),Superior Industries International (DE),Autos,Superior Industries International Inc manufactures aluminum wheels. The company manufactures and supplies aluminum wheels to its multinational automotive clients primarily used in passenger automobiles and light-duty vehicles.,,,New York Stock Exchange,125346377.0,Consumer Cyclical,Consumer Cyclical,Auto Parts,Autos,F
SUPL,ProShares Supply Chain Logistics ETF,,,,,,,,,,,,F
SUPN,Supernus Pharmaceuticals Inc.,Supernus Pharmaceuticals,Drug Manufacturers,"Supernus Pharmaceuticals Inc is a specialty pharmaceutical company. The company is engaged in developing and commercializing products for the treatment of central nervous system diseases, including neurological and psychiatric disorders.",,Jack Khattar,NASDAQ Global Market,1990469625.0,Healthcare,Healthcare,Drug Manufacturers - Specialty & Generic,Drug Manufacturers,F
SUPV,Grupo Supervielle S.A. American Depositary Shares each Representing five Class B shares,Grupo Supervielle S.A. American Depositary Shares each Representing five B shares,Banks,"Grupo Supervielle SA offers financial products and services and its operating segments include retail banking, corporate banking, treasury, consumer finance, insurance and asset management & other services.",,Julio Patricio Supervielle,New York Stock Exchange,1028538665.0,Financial Services,Financial Services,Banks - Regional - Latin America,Banks,F
SURE,AdvisorShares Insider Advantage ETF,,,,,,,,,,,,F
SURF,Surface Oncology Inc.,Surface Oncology,Biotechnology,Surface Oncology Inc is a clinical-stage immuno-oncology company. It is developing new therapies that modify the spaces in and around tumors the tumor microenvironment to create conditions that support and sustain anti-tumor immune responses.,,J. Jeffrey Goater,NASDAQ Global Market,146989954.0,Healthcare,Healthcare,Biotechnology,,F
SURG,"SurgePays, Inc. Common Stock",,,,,,,,,,,,F
SUSA,iShares MSCI USA ESG Select,iShares MSCI USA ESG Select,,"The investment seeks to track the investment results of the MSCI USA Extended ESG Select Index composed of U.S. companies that have positive environmental, social and governance characteristics as identified by the index provider.
 The fund generally invests at least 90% of its assets in securities of the underlying index and in depositary receipts representing securities of the underlying index. The underlying index is an optimized index designed to maximize exposure to favorable environmental, social and governance (""ESG"") characteristics, while exhibiting risk and return characteristics similar to the MSCI USA Index.",,,NYSE Arca,869176000.0,,,,,F
SUSB,iShares Trust iShares ESG Aware 1-5 Year USD Corporate Bond ETF,,,,,,,,,,,,F
SUSC,iShares Trust iShares ESG Aware USD Corporate Bond ETF,,,,,,,,,,,,F
SUSL,iShares Trust iShares ESG MSCI USA Leaders ETF,,,,,,,,,,,,F
SUZ,Suzano Papel e Celulose S.A. American Depositary Shares (each representing two),Suzano Papel e Celulose S.A. American Depositary Shares (each representing two),Forest Products,Suzano Papel E Celulose SA manufactures and sells bleached eucalyptus kraft pulp and printing and writing paper in Latin America. It also engages in the formation and exploration of eucalyptus forests for own use and sale to third parties.,,,New York Stock Exchange,17425196706.0,Basic Materials,Basic Materials,Paper & Paper Products,Forest Products,F
SVA,Sinovac Biotech Ltd.,Sinovac Biotech,Biotechnology,"Sinovac Biotech Ltd is a biopharmaceutical company engaged in research, development, manufacturing and commercialization of vaccines that protect against human infectious diseases.",,Weidong Yin,Nasdaq Global Select,469756589.0,Healthcare,Healthcare,Biotechnology,,F
SVAL,iShares US Small Cap Value Factor ETF,,,,,,,,,,,,F
SVC,Service Properties Trust Common Stock,,,,,,,,,,,,F
SVFB,SVF Investment Corp. 2 Class A Ordinary Shares,,,,,,,,,,,,F
SVFD,"Save Foods, Inc. Common Stock",,,,,,,,,,,,F
SVIX,-1x Short VIX Futures ETF,,,,,,,,,,,,F
SVM,Silvercorp Metals Inc.,Silvercorp Metals,Metals & Mining,"Silvercorp Metals Inc is a mineral mining company. It acquires, explores, develops, and mines precious and base metal mineral properties at its producing mines and exploration and development projects in China.",,Rui Feng,NYSE American,395359153.0,Basic Materials,Basic Materials,Silver,Metals & Mining,F
SVNA,7 Acquisition Corporation Class A Ordinary Shares,,,,,,,,,,,,F
SVNAU,7 Acquisition Corporation Unit,,,,,,,,,,,,F
SVNDY,Seven & I Holdings Co Ltd Unsponsored ADR (Japan),,,,,,,,,,,,F
SVOL,Simplify Volatility Premium ETF,,,,,,,,,,,,F
SVRA,Savara Inc.,Savara,Biotechnology,Savara Inc is a pharmaceutical company. The company develops novel therapies for the treatment of serious or life-threatening rare respiratory diseases.,,Roberto Neville,Nasdaq Global Select,264870933.0,Healthcare,Healthcare,Biotechnology,,F
SVRE,SaverOne 2014 Ltd. American Depositary Shares,,,,,,,,,,,,F
SVT,Servotronics Inc.,Servotronics,Computer Hardware,"Servotronics Inc is a U.S based company which designs, manufactures and markets advanced technology products consisting of control components and consumer products consisting of knives and various types of cutlery and other edged products.",,Kenneth D. Trbovich,NYSE American,29521095.0,Technology,Technology,Electronic Components,Computer Hardware,F
SVVC,Firsthand Technology Value Fund Inc.,Firsthand Technology Value Fund,Asset Management,"Firsthand Technology Value Fund Inc is an externally managed, closed-end, non-diversified management investment company. Its investment objective is to seek long-term growth of capital by seeking capital gains on equity and equity-related investments.",,Kevin M. Landis,Nasdaq Global Select,108112276.0,Financial Services,Financial Services,Asset Management,,F
SVXY,ProShares Short VIX Short Term Futures,ProShares Short VIX Short Term Futures,,"The investment seeks results (before fees and expenses) that correspond to one-half the inverse (-0.5x) of the performance of the S&P 500 VIX Short-Term Futures Index for a single day.
 The index seeks to offer exposure to market volatility through publicly traded futures markets and is designed to measure the return from a rolling long position in the first and second month VIX futures contracts.",,,NYSE Arca,402322824.0,,,,,F
SWAN,Amplify BlackSwan Growth & Treasure Core ETF,,,,,,,,,,,,F
SWAR,Direxion Daily Software Bull 2X Shares,,,,,,,,,,,,F
SWAV,"ShockWave Medical, Inc. Common Stock",,,,,,,,,,,,F
SWBI,"Smith & Wesson Brands, Inc. Common Stock",,,,,,,,,,,,F
SWDBY,Swedbank AB Sponsored ADR (Sweden),,,,,,,,,,,,F
SWEB,Investment Managers Series Trust II AXS Short China Internet ETF,,,,,,,,,,,,F
SWI,SolarWinds Corporation,SolarWinds,Application Software,,,Kevin B. Thompson,New York Stock Exchange,5609979558.0,Technology,Technology,Software - Infrastructure,Application Software,F
SWIM,"Latham Group, Inc. Common Stock",,,,,,,,,,,,F
SWK,Stanley Black & Decker Inc.,Stanley Black & Decker,Industrial Products,"Stanley Black & Decker Inc provides hand tools, power tools and accessories, mechanical access solutions, electronic security and monitoring systems, healthcare solutions, engineered fastening systems and products for various industrial applications.",,James M. Loree,New York Stock Exchange,19348532140.0,Industrials,Industrials,Tools & Accessories,Industrial Products,F
SWKH,SWK Holdings Corporation Common Stock,,,,,,,,,,,,F
SWKS,Skyworks Solutions Inc.,Skyworks Solutions,Semiconductors,"Skyworks Solutions Inc is engaged in producing semiconductors for wireless handsets that are used to enable wireless connectivity. Its products include power amplifiers, filters, and integrated front-end modules.",,Liam K. Griffin,Nasdaq Global Select,13129331921.0,Technology,Technology,Semiconductors,,F
SWMAY,Swedish Match AB Frueher Svenska Taendsticks AB Unsponsored ADR (Sweden),,,,,,,,,,,,F
SWN,Southwestern Energy Company,Southwestern Energy Company,Oil & Gas - E&P,"Southwestern Energy Co is an oil and gas company that explores, develops, and produces oil and natural gas within the United States. It is focused on unconventional natural gas in two US shale plays and oil and gas formations in the United States.",,William J. Way,New York Stock Exchange,2543090296.0,Energy,Energy,Oil & Gas E&P,Oil & Gas - E&P,F
SWRAY,Swire Pacific Ltd Sponsored ADR representing 1 Class A Share,,,,,,,,,,,,F
SWSS,Springwater Special Situations Corp. Common stock,,,,,,,,,,,,F
SWSSU,Springwater Special Situations Corp. Unit,,,,,,,,,,,,F
SWTX,"SpringWorks Therapeutics, Inc. Common Stock",,,,,,,,,,,,F
SWVL,Swvl Holdings Corp Class A Common Shares,,,,,,,,,,,,F
SWX,Southwest Gas Holdings Inc.,Southwest Gas,Utilities - Regulated,"Southwest Gas Holdings Inc is a U.S. based utility company. It is primarily involved in the purchasing, distributing, and transporting of natural gas in the American Southwest. Its operations are divided into natural gas and construction services.",,John P. Hester,New York Stock Exchange,3840366875.0,Utilities,Utilities,Utilities - Regulated Gas,Utilities - Regulated,F
SWZ,Swiss Helvetia Fund Inc. (The),Swiss Helvetia Fund (The),Asset Management,Swiss Helvetia Fund Inc is a closed-end fund. Its objective is to seek long-term growth of capital through investment in equity and equity-linked securities of Swiss companies.,,Mark A. Hemenetz,New York Stock Exchange,97818402.0,Financial Services,Financial Services,Asset Management,,F
SXC,SunCoke Energy Inc.,SunCoke Energy,Coal,SunCoke Energy Inc is engaged in the production of metallurgical coke in the Americas. The Company also owns and operates coal mining operations in Virginia and West Virginia.,,,New York Stock Exchange,649750455.0,Basic Materials,Basic Materials,Coal,,F
SXI,Standex International Corporation,Standex International,Industrial Products,Standex International Corp is a manufacturer of products and services for industrial market segments.,,David A. Dunbar,New York Stock Exchange,961892615.0,Industrials,Industrials,Diversified Industrials,Industrial Products,F
SXQG,ETC 6 Meridian Quality Growth ETF,,,,,,,,,,,,F
SXT,Sensient Technologies Corporation,Sensient,Chemicals,"Sensient Technologies Corp operates in the chemical industry. It manufactures colors, flavors and fragrances used to develop foods and beverage systems, cosmetic and pharmaceuticals.",,Paul Manning,New York Stock Exchange,2662482523.0,Basic Materials,Basic Materials,Specialty Chemicals,Chemicals,F
SXTC,China SXT Pharmaceuticals Inc.,China SXT Pharmaceuticals,Drug Manufacturers,,,,NASDAQ Capital Market,0.0,Healthcare,Healthcare,Drug Manufacturers - Specialty & Generic,Drug Manufacturers,F
SXUS,Janus Henderson International Sustainable Equity ETF,,,,,,,,,,,,F
SXYAY,SIKA AG American Depositary Share (Switzerland),,,,,,,,,,,,F
SY,So-Young International Inc. American Depository Shares,,,,,,,,,,,,F
